transaction_id,customer_id,amount,currency,timestamp,timezone,status,product_category
TXN-00109,CUST-9869,755.98,CAD,01/28/24 03:06 PM,Asia/Tokyo,pending,sports
TXN-00110,CUST-4585,904.51,EUR,2024-02-22T03:12:39,Australia/Sydney,failed,clothing
TXN-00111,CUST-7030,186.35,GBP,01/20/24 06:22 AM,America/Los_Angeles,completed,home
TXN-00112,CUST-6388,556.58,EUR,06-Mar-2024 10:17,Asia/Tokyo,completed,beauty
TXN-00113,CUST-3304,280.94,EUR,2024-03-19T08:13:27Z,,completed,home
TXN-00114,CUST-9848,204.53,CAD,2024-02-04T00:56:23Z,Europe/Paris,completed,sports
TXN-00115,CUST-3133,687.91,USD,2024-03-01T12:23:40,America/Los_Angeles,failed,home
TXN-00116,CUST-1629,216.11,AUD,02/12/24 07:56 AM,Australia/Sydney,failed,home
TXN-00117,CUST-5733,913.04,EUR,2024-02-29 12:11:48,,completed,home
TXN-00118,CUST-7952,292.32,EUR,2024-01-06T02:08:16Z,UTC,completed,sports
TXN-00119,CUST-9308,723.35,USD,2024-03-05T02:22:32Z,America/Los_Angeles,failed,toys
TXN-00120,CUST-6661,68.65,GBP,18-Mar-2024 05:35,Europe/Paris,failed,sports
TXN-00121,CUST-9849,124.39,JPY,2024-03-08T08:46:02Z,UTC,failed,home
TXN-00122,CUST-7497,929.91,JPY,2024-03-21T19:57:30,,failed,home
TXN-00123,CUST-9607,633.88,GBP,2024-01-12T14:58:19Z,America/New_York,failed,toys
TXN-00124,CUST-9704,536.95,USD,2024-03-15 21:55:27,America/New_York,completed,electronics
TXN-00125,CUST-5948,696.32,JPY,2024-01-28 22:40:17,America/Los_Angeles,completed,toys
TXN-00126,CUST-7630,113.19,EUR,2024-03-25 17:39:25,UTC,pending,home
TXN-00127,CUST-9502,880.48,AUD,2024-01-22T00:42:56,America/Los_Angeles,pending,toys
TXN-00128,CUST-6818,88.36,EUR,03/24/24 07:44 AM,America/New_York,failed,sports
TXN-00129,CUST-3527,792.15,GBP,2024-01-24T07:36:10Z,UTC,pending,home
TXN-00130,CUST-7645,823.74,EUR,2024-02-21T01:04:13Z,Europe/Paris,pending,sports
TXN-00131,CUST-2577,560.34,USD,03-Feb-2024 00:58,Australia/Sydney,pending,beauty
TXN-00132,CUST-1324,887.93,EUR,2024-01-07T03:55:25,America/Los_Angeles,completed,electronics
TXN-00133,CUST-6274,726.99,JPY,2024-03-28T09:48:38,,pending,books
TXN-00134,CUST-6700,678.04,EUR,2024-03-30T21:16:21Z,Asia/Tokyo,completed,toys
TXN-00135,CUST-6530,959.49,GBP,2024-03-11 17:08:26,America/Los_Angeles,completed,books
TXN-00136,CUST-9449,230.0,JPY,23-Mar-2024 14:06,Europe/London,completed,books
TXN-00137,CUST-1707,351.67,JPY,2024-01-01T22:05:29Z,Asia/Tokyo,failed,clothing
TXN-00138,CUST-6518,47.55,EUR,2024-02-04 05:37:30,Europe/London,completed,home
TXN-00139,CUST-5194,111.14,CAD,2024-01-07 20:01:36,UTC,failed,sports
TXN-00140,CUST-7191,168.02,USD,2024-03-01T13:25:48,America/Los_Angeles,completed,toys
TXN-00141,CUST-4359,684.52,JPY,03/18/24 02:36 PM,Europe/Paris,pending,home
TXN-00142,CUST-9479,949.25,EUR,2024-01-30 21:17:33,,failed,electronics
TXN-00143,CUST-5464,329.1,GBP,02/22/24 11:50 AM,,pending,home
TXN-00144,CUST-2949,819.53,USD,25-Mar-2024 21:52,America/Los_Angeles,pending,sports
TXN-00145,CUST-9958,733.27,AUD,01/25/24 12:42 AM,Asia/Tokyo,completed,home
TXN-00146,CUST-2392,981.42,EUR,2024-02-27 20:38:56,UTC,completed,clothing
TXN-00147,CUST-6834,159.55,USD,29-Feb-2024 19:01,Europe/Paris,completed,toys
TXN-00148,CUST-1528,899.69,AUD,2024-03-11T11:51:36,Asia/Tokyo,failed,toys
TXN-00149,CUST-6916,482.72,EUR,04-Mar-2024 23:01,,failed,sports
TXN-00150,CUST-7391,784.64,EUR,19-Mar-2024 19:06,Asia/Tokyo,failed,sports
TXN-00151,CUST-4930,961.46,USD,03/03/24 10:19 AM,America/New_York,completed,home
TXN-00152,CUST-3400,967.58,CAD,2024-03-03T21:51:23Z,Australia/Sydney,failed,toys
TXN-00153,CUST-2458,712.56,CAD,2024-01-14T17:19:51Z,America/Los_Angeles,completed,toys
TXN-00154,CUST-8336,602.13,JPY,2024-03-20 11:13:32,,failed,electronics
TXN-00155,CUST-5746,13.28,CAD,2024-03-30T10:11:26Z,UTC,pending,sports
TXN-00156,CUST-2455,896.49,AUD,2024-03-23T08:27:16,America/New_York,pending,clothing
TXN-00157,CUST-7344,84.69,USD,18-Jan-2024 15:17,Europe/London,failed,home
TXN-00158,CUST-4050,323.87,CAD,09-Feb-2024 08:45,America/Los_Angeles,completed,clothing
TXN-00159,CUST-1804,788.04,CAD,2024-01-24T23:57:03Z,Europe/London,failed,beauty
TXN-00160,CUST-9039,358.0,JPY,2024-01-20T12:30:01Z,Asia/Tokyo,pending,electronics
TXN-00161,CUST-9046,308.47,GBP,2024-01-09T23:02:46,Asia/Tokyo,pending,home
TXN-00162,CUST-2606,211.89,GBP,2024-02-11T08:13:15,UTC,pending,books
TXN-00163,CUST-5712,709.47,EUR,2024-03-19T12:00:17,America/Los_Angeles,pending,sports
TXN-00164,CUST-1793,19.67,AUD,2024-03-26T23:55:46Z,UTC,failed,beauty
TXN-00165,CUST-6446,757.79,CAD,02-Feb-2024 17:35,America/New_York,failed,electronics
TXN-00166,CUST-9276,916.25,USD,2024-03-24T02:46:59Z,America/New_York,pending,sports
TXN-00167,CUST-6432,562.42,JPY,02/24/24 01:00 PM,Australia/Sydney,pending,toys
TXN-00168,CUST-9445,248.34,CAD,2024-02-19T09:49:29,America/Los_Angeles,pending,home
TXN-00169,CUST-2774,927.49,JPY,2024-01-07T07:11:23,Australia/Sydney,pending,sports
TXN-00170,CUST-8378,99.07,GBP,14-Jan-2024 04:56,America/New_York,completed,toys
TXN-00171,CUST-7851,873.53,EUR,2024-02-26 09:12:38,America/New_York,completed,beauty
TXN-00172,CUST-3958,519.64,CAD,03/05/24 10:37 PM,Europe/Paris,failed,electronics
TXN-00173,CUST-1327,391.4,JPY,2024-01-29T20:15:46Z,,completed,sports
TXN-00174,CUST-1552,922.59,GBP,2024-02-18T14:41:11Z,,failed,toys
TXN-00175,CUST-8933,894.15,EUR,2024-01-20T20:31:51,America/New_York,failed,toys
TXN-00176,CUST-6544,545.28,USD,2024-03-09T22:28:42,America/New_York,completed,clothing
TXN-00177,CUST-5937,628.55,CAD,03/18/24 05:56 AM,America/Los_Angeles,pending,toys
TXN-00178,CUST-9610,679.03,EUR,2024-01-16T04:45:30Z,,completed,sports
TXN-00179,CUST-5830,336.91,USD,12-Feb-2024 15:16,Europe/London,pending,clothing
TXN-00180,CUST-4941,929.51,AUD,29-Feb-2024 14:05,Australia/Sydney,pending,home
TXN-00181,CUST-9642,764.38,CAD,02/04/24 12:46 AM,,failed,clothing
TXN-00182,CUST-3476,155.53,GBP,2024-03-03 14:32:39,Australia/Sydney,failed,clothing
TXN-00183,CUST-6814,548.24,EUR,2024-03-26 11:10:33,America/Los_Angeles,completed,toys
TXN-00184,CUST-4029,343.75,GBP,2024-03-13T16:56:41,Europe/London,pending,clothing
TXN-00185,CUST-5460,816.46,GBP,03/30/24 06:30 AM,Europe/Paris,failed,toys
TXN-00186,CUST-8396,444.48,JPY,02/24/24 01:29 AM,Europe/Paris,pending,electronics
TXN-00187,CUST-8228,288.09,USD,23-Jan-2024 12:59,Europe/Paris,pending,electronics
TXN-00188,CUST-3928,676.83,GBP,10-Jan-2024 18:56,America/Los_Angeles,pending,home
TXN-00189,CUST-5573,839.7,USD,01/26/24 12:37 AM,America/Los_Angeles,completed,beauty
TXN-00190,CUST-2953,682.44,CAD,2024-01-26T14:08:54,America/New_York,pending,electronics
TXN-00191,CUST-8629,615.07,JPY,2024-02-11T13:06:12Z,Australia/Sydney,pending,toys
TXN-00192,CUST-5336,744.79,AUD,2024-03-20T08:43:37,UTC,pending,beauty
TXN-00193,CUST-8932,211.83,USD,07-Mar-2024 03:57,America/Los_Angeles,failed,beauty
TXN-00194,CUST-8314,900.96,CAD,2024-03-14 06:43:37,,pending,home
TXN-00195,CUST-1461,811.68,EUR,2024-02-14 18:23:49,UTC,completed,sports
TXN-00196,CUST-3802,846.98,CAD,2024-02-10T14:21:42Z,Asia/Tokyo,pending,home
TXN-00197,CUST-4079,601.37,CAD,14-Feb-2024 00:05,,completed,toys
TXN-00198,CUST-5936,785.19,CAD,28-Mar-2024 01:47,Asia/Tokyo,completed,toys
TXN-00199,CUST-5957,286.94,USD,2024-03-10 05:47:55,America/Los_Angeles,failed,home
TXN-00200,CUST-5451,630.14,JPY,2024-01-27T05:56:20,UTC,completed,beauty
TXN-00201,CUST-9560,255.34,CAD,2024-02-19T12:58:29,Europe/Paris,pending,home
TXN-00202,CUST-1354,749.13,JPY,02/18/24 03:25 AM,,completed,books
TXN-00203,CUST-6982,472.98,AUD,2024-03-04T07:35:52Z,Europe/London,completed,books
TXN-00204,CUST-7415,632.3,JPY,2024-03-21T05:57:15,America/New_York,pending,electronics
TXN-00205,CUST-8569,990.86,USD,01/18/24 08:35 AM,America/Los_Angeles,failed,beauty
TXN-00206,CUST-3336,283.59,JPY,2024-01-26T20:08:23Z,America/Los_Angeles,pending,books
TXN-00207,CUST-5358,869.48,CAD,2024-02-05T23:51:27Z,Australia/Sydney,pending,sports
TXN-00208,CUST-9942,996.22,GBP,03/23/24 04:42 AM,Europe/London,failed,clothing
TXN-00209,CUST-7543,846.48,USD,2024-03-23 04:42:03,Australia/Sydney,completed,sports
TXN-00210,CUST-2492,313.65,EUR,2024-03-20 11:17:57,UTC,pending,sports
TXN-00211,CUST-4098,485.7,GBP,2024-03-16 01:03:30,Australia/Sydney,pending,toys
TXN-00212,CUST-7830,284.52,USD,2024-02-26T18:30:20,Europe/London,completed,books
TXN-00213,CUST-7660,911.65,USD,2024-03-12T22:37:10,Europe/London,pending,toys
TXN-00214,CUST-1487,488.7,JPY,2024-02-06 07:21:43,Australia/Sydney,completed,home
TXN-00215,CUST-8072,633.6,USD,2024-01-05T11:50:12Z,UTC,completed,electronics
TXN-00216,CUST-4453,151.94,JPY,03/06/24 01:51 PM,Europe/London,pending,home
TXN-00217,CUST-8323,247.27,CAD,17-Jan-2024 21:34,America/Los_Angeles,failed,electronics
TXN-00218,CUST-2466,451.83,JPY,2024-01-15 13:25:08,America/New_York,pending,home
TXN-00219,CUST-5990,811.04,JPY,2024-02-01T17:42:22Z,Europe/Paris,pending,beauty
TXN-00220,CUST-2028,196.99,EUR,01/08/24 05:34 PM,America/New_York,pending,toys
TXN-00221,CUST-9228,650.63,GBP,10-Jan-2024 08:33,America/New_York,failed,books
TXN-00222,CUST-5901,728.13,GBP,2024-03-14T08:46:42,Australia/Sydney,failed,sports
TXN-00223,CUST-7394,413.68,GBP,03/18/24 12:29 PM,Europe/London,failed,books
TXN-00224,CUST-8034,888.73,AUD,2024-03-18 12:29:01,Asia/Tokyo,pending,clothing
TXN-00225,CUST-8211,769.62,CAD,03/29/24 11:36 AM,Australia/Sydney,completed,beauty
TXN-00226,CUST-5450,756.04,JPY,2024-02-03T16:11:27Z,Europe/Paris,completed,toys
TXN-00227,CUST-8918,493.18,USD,2024-02-17T04:25:48,Europe/London,failed,books
TXN-00228,CUST-9545,504.54,EUR,16-Mar-2024 14:41,America/Los_Angeles,completed,clothing
TXN-00229,CUST-1702,983.7,EUR,27-Feb-2024 07:50,Europe/London,completed,books
TXN-00230,CUST-3428,424.99,CAD,03/14/24 10:10 PM,America/Los_Angeles,pending,books
TXN-00231,CUST-6652,960.14,EUR,2024-03-11T17:26:16,America/New_York,completed,electronics
TXN-00232,CUST-2078,279.79,USD,01/01/24 12:06 PM,Europe/London,completed,toys
TXN-00233,CUST-9823,535.14,USD,2024-02-28 14:26:12,America/Los_Angeles,completed,books
TXN-00234,CUST-2667,373.78,USD,2024-03-20 10:49:51,Australia/Sydney,completed,sports
TXN-00235,CUST-1739,556.17,EUR,09-Mar-2024 08:33,Europe/London,failed,toys
TXN-00236,CUST-5572,579.64,USD,2024-02-12T11:13:36Z,UTC,completed,sports
TXN-00237,CUST-1224,450.58,CAD,2024-02-15T23:32:27,UTC,pending,electronics
TXN-00238,CUST-2180,14.67,EUR,02/15/24 12:38 AM,Australia/Sydney,failed,sports
TXN-00239,CUST-1148,365.69,AUD,2024-02-23 21:44:23,Asia/Tokyo,pending,sports
TXN-00240,CUST-7762,673.27,CAD,21-Mar-2024 04:42,,failed,beauty
TXN-00241,CUST-1781,766.25,USD,21-Jan-2024 23:52,America/New_York,completed,electronics
TXN-00242,CUST-9697,304.51,JPY,2024-01-04 00:42:03,Australia/Sydney,completed,toys
TXN-00243,CUST-8508,378.65,EUR,2024-03-29T15:26:26Z,UTC,completed,sports
TXN-00244,CUST-9022,431.25,AUD,2024-02-05 10:38:33,America/Los_Angeles,completed,sports
TXN-00245,CUST-8978,91.33,JPY,03/06/24 09:21 PM,Asia/Tokyo,pending,books
TXN-00246,CUST-6706,478.11,USD,2024-03-08T21:04:49Z,America/New_York,failed,home
TXN-00247,CUST-2042,652.63,GBP,02/23/24 06:33 AM,America/Los_Angeles,failed,toys
TXN-00248,CUST-4016,42.66,AUD,2024-03-14T02:17:36Z,Europe/London,completed,books
TXN-00249,CUST-4523,137.42,CAD,2024-01-05T17:10:52Z,Asia/Tokyo,pending,electronics
TXN-00250,CUST-6262,279.0,GBP,03/15/24 11:01 AM,America/Los_Angeles,failed,electronics
TXN-00251,CUST-2199,517.22,EUR,2024-02-28T11:42:09,UTC,pending,beauty
TXN-00252,CUST-4606,735.83,AUD,2024-02-28 11:42:11,Asia/Tokyo,pending,beauty
TXN-00253,CUST-5353,399.38,EUR,20-Feb-2024 07:47,America/Los_Angeles,completed,toys
TXN-00254,CUST-9067,596.6,GBP,2024-02-20T23:43:34,America/New_York,failed,clothing
TXN-00255,CUST-1107,953.64,JPY,03/21/24 01:30 AM,Asia/Tokyo,failed,toys
TXN-00256,CUST-5609,726.53,JPY,03/17/24 04:19 AM,UTC,failed,books
TXN-00257,CUST-2465,453.75,GBP,2024-01-22 06:01:41,UTC,failed,beauty
TXN-00258,CUST-5008,636.28,JPY,28-Mar-2024 14:41,Europe/Paris,pending,books
TXN-00259,CUST-4525,306.13,CAD,06-Mar-2024 22:24,Australia/Sydney,completed,home
TXN-00260,CUST-1941,823.17,AUD,2024-03-08 12:11:27,,completed,toys
TXN-00261,CUST-1784,667.63,CAD,2024-02-06T07:40:43,,completed,home
TXN-00262,CUST-9288,109.74,CAD,2024-03-04T01:29:24Z,Europe/London,failed,books
TXN-00263,CUST-7160,31.49,USD,2024-03-07T15:14:45,America/New_York,completed,books
TXN-00264,CUST-1732,666.91,EUR,2024-02-14T21:05:10,Europe/London,completed,books
TXN-00265,CUST-4829,24.6,CAD,2024-02-13T10:02:32,America/New_York,failed,home
TXN-00266,CUST-5412,13.94,JPY,2024-01-04T17:34:59Z,Asia/Tokyo,pending,books
TXN-00267,CUST-6094,7.15,EUR,2024-01-31T22:15:13Z,Europe/Paris,completed,clothing
TXN-00268,CUST-7290,657.48,EUR,2024-02-03 09:46:03,Asia/Tokyo,failed,home
TXN-00269,CUST-7137,544.8,GBP,03/11/24 05:02 AM,,pending,clothing
TXN-00270,CUST-1149,287.24,EUR,01/24/24 11:10 PM,UTC,failed,clothing
TXN-00271,CUST-2002,620.92,CAD,2024-01-05T13:53:19Z,Europe/London,completed,clothing
TXN-00272,CUST-2685,283.55,GBP,03/14/24 01:14 AM,America/New_York,completed,electronics
TXN-00273,CUST-1137,317.56,CAD,2024-01-02T13:36:32,America/New_York,failed,books
TXN-00274,CUST-7715,855.24,CAD,03/27/24 07:16 AM,UTC,pending,toys
TXN-00275,CUST-5176,20.51,JPY,2024-03-10T03:34:11,Australia/Sydney,pending,clothing
TXN-00276,CUST-1269,360.6,USD,2024-01-30 10:07:50,UTC,failed,home
TXN-00277,CUST-3006,945.92,GBP,2024-03-25T10:30:02,Europe/Paris,completed,toys
TXN-00278,CUST-2892,9.91,JPY,2024-03-05T05:01:28Z,America/Los_Angeles,failed,sports
TXN-00279,CUST-4595,332.46,CAD,01/12/24 07:51 PM,UTC,completed,electronics
TXN-00280,CUST-2744,971.86,GBP,2024-01-14T19:11:35,UTC,completed,toys
TXN-00281,CUST-2381,552.46,GBP,2024-03-09T19:39:46,Australia/Sydney,completed,toys
TXN-00282,CUST-9968,77.11,CAD,03/01/24 09:59 PM,America/Los_Angeles,completed,books
TXN-00283,CUST-1211,302.51,GBP,2024-01-10T10:18:47,,failed,sports
TXN-00284,CUST-1754,228.65,GBP,2024-03-29 05:12:48,America/New_York,failed,electronics
TXN-00285,CUST-7775,631.66,USD,2024-03-23 15:23:48,America/New_York,pending,clothing
TXN-00286,CUST-9030,587.99,USD,2024-02-02T22:48:15Z,Europe/Paris,pending,clothing
TXN-00287,CUST-6557,886.1,CAD,2024-01-14 09:43:47,America/Los_Angeles,pending,electronics
TXN-00288,CUST-9071,656.68,AUD,22-Jan-2024 18:17,Australia/Sydney,pending,electronics
